,time_utc,open,high,low,close,volume_krw,volume_market,coin_returns
19,2023-11-11 19:00:00,49549000.0,49929000.0,49141000.0,49396000.0,164760899477.22302,3332.04214546,1.0841014836274248
20,2023-11-12 19:00:00,49453000.0,49803000.0,49334000.0,49518000.0,148908375829.0948,3007.46710622,1.0867790360811165
21,2023-11-13 19:00:00,49518000.0,49633000.0,48368000.0,48391000.0,261196953949.46396,5318.30660336,1.0620445966113596
22,2023-11-14 19:00:00,48398000.0,49900000.0,47018000.0,49776000.0,285444375841.0419,5948.39607596,1.092441401106136
23,2023-11-15 19:00:00,49777000.0,50652000.0,48617000.0,48776000.0,307869321548.1048,6171.97833062,1.0704942498463696
24,2023-11-16 19:00:00,48777000.0,49500000.0,48115000.0,49135000.0,204095089126.4369,4174.02526895,1.0783732771486259
25,2023-11-17 19:00:00,49149000.0,49507000.0,48851000.0,49280000.0,102664960791.61546,2089.24148055,1.081555614081292
26,2023-11-18 19:00:00,49291000.0,49408000.0,49000000.0,49293000.0,76547858873.3127,1557.24659713,1.0818409270476692
27,2023-11-19 19:00:00,49294000.0,50183000.0,49198000.0,50049000.0,150943023777.6605,3037.79656673,1.0984329734000526
28,2023-11-20 19:00:00,50060000.0,50389000.0,48959000.0,49840000.0,229210395342.82898,4601.61424729,1.0938460187867614
29,2023-11-21 19:00:00,49840000.0,50069000.0,48391000.0,49865000.0,209052042853.89694,4255.62342802,1.0943946975682555
30,2023-11-22 19:00:00,49865000.0,50499000.0,49500000.0,49864000.0,170172830634.61658,3402.74594345,1.0943727504169956
31,2023-11-23 19:00:00,49861000.0,51323000.0,49811000.0,50610000.0,182535689311.4718,3612.88839827,1.1107453252567814
32,2023-11-24 19:00:00,50610000.0,50850000.0,50307000.0,50663000.0,96421952502.3056,1905.32147432,1.111908524273549
33,2023-11-25 19:00:00,50663000.0,50700000.0,50019000.0,50040000.0,91634256646.54262,1820.639337,1.0982354490387143
34,2023-11-26 19:00:00,50040000.0,50565000.0,49500000.0,49900000.0,142879179928.8627,2859.70502629,1.095162847862347
35,2023-11-27 19:00:00,49932000.0,50999000.0,49550000.0,50763000.0,136625417313.30283,2724.65851616,1.1141032393995254
36,2023-11-28 19:00:00,50775000.0,51250000.0,50370000.0,50684000.0,168199806342.6647,3309.31164116,1.1123694144500038
37,2023-11-29 19:00:00,50705000.0,50963000.0,50445000.0,50645000.0,142739615721.90823,2817.53336063,1.1115134755508729
38,2023-11-30 19:00:00,50645000.0,52000000.0,50500000.0,51839000.0,197518078645.8102,3849.29389088,1.137718374155034
39,2023-12-01 19:00:00,51835000.0,51995000.0,51645000.0,51701000.0,99731930340.47308,1925.58631679,1.1346896672811864
40,2023-12-02 19:00:00,51751000.0,53362000.0,51700000.0,53130000.0,198978034685.35165,3773.33885643,1.1660521464313927
41,2023-12-03 19:00:00,53130000.0,56654000.0,53015000.0,56511000.0,602361632367.4484,10875.1783692,1.2402554648406632
42,2023-12-04 19:00:00,56511000.0,59897000.0,56000000.0,59554000.0,503199491157.17664,8778.79102514,1.3070406461241326
43,2023-12-05 19:00:00,59554000.0,61312000.0,59250000.0,60486000.0,659715327965.1704,10940.74357808,1.3274953910982348
44,2023-12-06 19:00:00,60490000.0,60958000.0,58555000.0,59270000.0,479048075601.124,8008.11735926,1.3008076551663588
45,2023-12-07 19:00:00,59251000.0,60000000.0,58750000.0,59818000.0,309312564243.8389,5206.74216971,1.3128346940567106
46,2023-12-08 19:00:00,59853000.0,60753000.0,59680000.0,60214000.0,239966762696.33987,3988.49808415,1.3215257659555781
47,2023-12-09 19:00:00,60214000.0,60377000.0,59563000.0,59950000.0,155292830126.9469,2586.55255185,1.3157317180229997
48,2023-12-10 19:00:00,59950000.0,60043000.0,56168000.0,56486000.0,590053408064.8286,10170.272479,1.2397067860591686
49,2023-12-11 19:00:00,56486000.0,58780000.0,55460000.0,57251000.0,558326531810.6038,9729.23304122,1.25649635677289
50,2023-12-12 19:00:00,57250000.0,58580000.0,56500000.0,58474000.0,247854038864.3501,4319.43960407,1.2833377227635845
51,2023-12-13 19:00:00,58474000.0,59924000.0,58002000.0,58620000.0,348803799969.6196,5916.10178479,1.2865420068475102
52,2023-12-14 19:00:00,58620000.0,58973000.0,57632000.0,58006000.0,216355129837.5273,3702.76410838,1.2730664559740135
53,2023-12-15 19:00:00,58006000.0,58562000.0,57574000.0,58300000.0,161611379526.87274,2782.34283401,1.279518918444385
54,2023-12-16 19:00:00,58300000.0,58301000.0,57000000.0,57528000.0,164617704280.82346,2860.23610357,1.2625757176718453
55,2023-12-17 19:00:00,57540000.0,57622000.0,55002000.0,56685000.0,491224467468.22687,8746.72904448,1.2440742691598623
56,2023-12-18 19:00:00,56685000.0,58944000.0,56620000.0,57578000.0,314767389341.74335,5410.95122726,1.2636730752348337
57,2023-12-19 19:00:00,57579000.0,59873000.0,57504000.0,59741000.0,346737283863.3098,5914.61689906,1.3111447634097086
58,2023-12-20 19:00:00,59741000.0,60000000.0,58818000.0,59185000.0,278215170932.7758,4680.41205881,1.2989421473092786
59,2023-12-21 19:00:00,59185000.0,60419000.0,59094000.0,59618000.0,301996860502.16034,5063.82381496,1.3084452638047575
60,2023-12-22 19:00:00,59618000.0,59700000.0,59000000.0,59448000.0,132353560564.35931,2228.4000708,1.304714248090597
61,2023-12-23 19:00:00,59448000.0,59600000.0,58628000.0,58701000.0,191640532447.449,3235.72793191,1.2883197260995516
62,2023-12-24 19:00:00,58701000.0,58893000.0,57464000.0,57852000.0,300848964896.6564,5176.5064251,1.26968659468001
63,2023-12-25 19:00:00,57852000.0,58257000.0,56349000.0,56647000.0,268329125912.81482,4682.71994956,1.2432402774119915
64,2023-12-26 19:00:00,56650000.0,57858000.0,56349000.0,57630000.0,217306715237.02716,3806.31040023,1.264814327100342
65,2023-12-27 19:00:00,57627000.0,58468000.0,56700000.0,56900000.0,243615899651.5057,4240.35727147,1.2487929066807124
66,2023-12-28 19:00:00,56930000.0,57300000.0,56010000.0,56496000.0,234300205128.80588,4133.13004117,1.2399262575717667
67,2023-12-29 19:00:00,56496000.0,57150000.0,56000000.0,56796000.0,146341348621.69397,2591.36631116,1.2465104029496965
68,2023-12-30 19:00:00,56796000.0,57437000.0,56452000.0,57001000.0,119411044114.08025,2098.18345458,1.2510095689579486
69,2023-12-31 19:00:00,57040000.0,57701000.0,56922000.0,57599000.0,140829775271.70288,2459.03689847,1.2641339654112889
70,2024-01-01 19:00:00,57602000.0,60997000.0,57602000.0,60585000.0,525293154968.3653,8761.37405179,1.3296681590729515
71,2024-01-02 19:00:00,60589000.0,60799000.0,54346000.0,57738000.0,918328852864.3844,15819.49263146,1.2671846194363963
72,2024-01-03 19:00:00,57811000.0,59555000.0,57319000.0,59180000.0,363334854548.2298,6232.29657527,1.2988324115529795
73,2024-01-04 19:00:00,59180000.0,60162000.0,57577000.0,58895000.0,318911744778.8815,5398.57928309,1.2925774734439461
74,2024-01-05 19:00:00,58895000.0,59617000.0,58651000.0,59354000.0,162297178531.75732,2745.91201616,1.3026512158721788
75,2024-01-06 19:00:00,59316000.0,59879000.0,59000000.0,59424000.0,169370298063.3239,2845.1319172,1.3041875164603627
76,2024-01-07 19:00:00,59424000.0,62715000.0,57801000.0,62713000.0,565598815777.9613,9431.65828662,1.3763716969537347
77,2024-01-08 19:00:00,62713000.0,63410000.0,61130000.0,62787000.0,558083867150.6318,8898.47307385,1.3779957861469574
78,2024-01-09 19:00:00,62765000.0,64385000.0,59730000.0,62295000.0,646861493019.0364,10509.43486934,1.3671977877271524
79,2024-01-10 19:00:00,62323000.0,66779000.0,60231000.0,63900000.0,1459365421320.7756,22905.97148396,1.4024229654990776
80,2024-01-11 19:00:00,63914000.0,64188000.0,60000000.0,60227000.0,550572748473.3215,8853.88749384,1.3218110789219555
81,2024-01-12 19:00:00,60225000.0,60805000.0,58174000.0,58897000.0,521215895620.92816,8807.95917342,1.2926213677464662
82,2024-01-13 19:00:00,58880000.0,59254000.0,58500000.0,58763000.0,148341276362.92844,2520.65111447,1.2896804494776575
83,2024-01-14 19:00:00,58793000.0,59340000.0,57312000.0,58834000.0,307045954564.4801,5269.79608454,1.2912386972171008
84,2024-01-15 19:00:00,58867000.0,59500000.0,58169000.0,59075000.0,212921616079.53012,3619.84130863,1.2965279606707045
85,2024-01-16 19:00:00,59075000.0,59577000.0,58269000.0,58650000.0,181421223789.5224,3083.02281048,1.2872004213853039
86,2024-01-17 19:00:00,58650000.0,58900000.0,57500000.0,57539000.0,172445297692.90155,2954.47056559,1.2628171363357035
87,2024-01-18 19:00:00,57539000.0,57800000.0,55935000.0,57600000.0,372392598495.67175,6556.47306556,1.2641559125625494
88,2024-01-19 19:00:00,57599000.0,58180000.0,57242000.0,57506000.0,145082869127.01572,2519.36319739,1.2620928803441314
89,2024-01-20 19:00:00,57506000.0,57942000.0,57350000.0,57592000.0,116936023687.8854,2029.79292419,1.2639803353524715
90,2024-01-21 19:00:00,57592000.0,57739000.0,55560000.0,55712000.0,251520401351.85287,4450.18951667,1.2227196909841105
91,2024-01-22 19:00:00,55736000.0,56066000.0,53125000.0,54052000.0,486532416698.70013,8938.47551053,1.186287419892898
92,2024-01-23 19:00:00,54052000.0,55850000.0,53920000.0,54894000.0,226913044354.04297,4123.12250075,1.2047669212536214
93,2024-01-24 19:00:00,54889000.0,55586000.0,54555000.0,55038000.0,159888378745.35248,2900.72647818,1.2079273110350277
94,2024-01-25 19:00:00,55038000.0,58000000.0,54894000.0,57888000.0,279804116236.5384,4957.03485719,1.2704766921253623
95,2024-01-26 19:00:00,57892000.0,58146000.0,57046000.0,57592000.0,141516305808.57217,2454.65827562,1.2639803353524715
96,2024-01-27 19:00:00,57626000.0,58880000.0,57591000.0,57830000.0,160903233607.74374,2759.10818792,1.2692037573522958
97,2024-01-28 19:00:00,57828000.0,59210000.0,57400000.0,58717000.0,190299188612.228,3270.97304796,1.2886708805197087
98,2024-01-29 19:00:00,58720000.0,59750000.0,58653000.0,59301000.0,219683321338.87814,3709.75576223,1.3014880168554124
99,2024-01-30 19:00:00,59345000.0,59863000.0,58221000.0,59523000.0,215003540939.20224,3638.68005187,1.3063602844350806
100,2024-01-31 19:00:00,59523000.0,59700000.0,57804000.0,58852000.0,179080987702.4084,3064.24981511,1.2916337459397773
101,2024-02-01 19:00:00,58852000.0,59531000.0,58551000.0,59140000.0,145517496935.20862,2461.92871341,1.29795452550259
102,2024-02-02 19:00:00,59103000.0,59485000.0,59100000.0,59332000.0,75586297345.96056,1274.29568172,1.3021683785444653
103,2024-02-03 19:00:00,59332000.0,59376000.0,59001000.0,59074000.0,57313988608.07622,968.30988463,1.2965060135194457
104,2024-02-04 19:00:00,59073000.0,59800000.0,58311000.0,58857000.0,164730907768.49484,2789.85915492,1.2917434816960764
105,2024-02-05 19:00:00,58858000.0,59400000.0,58501000.0,59108000.0,136273454553.69676,2313.11989197,1.2972522166622777
106,2024-02-06 19:00:00,59108000.0,59586000.0,58745000.0,59517000.0,176876253906.5551,2995.10294112,1.3062286015275222
107,2024-02-07 19:00:00,59517000.0,61940000.0,59340000.0,61753000.0,301368820172.6359,4956.80951902,1.35530243174436
108,2024-02-08 19:00:00,61772000.0,64955000.0,61717000.0,64394000.0,498338097920.7007,7855.1751701,1.4132648582214034
109,2024-02-09 19:00:00,64471000.0,64599000.0,63062000.0,64007000.0,232065121394.55328,3630.85734165,1.4047713106838737
110,2024-02-10 19:00:00,64007000.0,65500000.0,63985000.0,65220000.0,267871162382.63312,4127.74111269,1.4313932051619704
111,2024-02-11 19:00:00,65231000.0,67444000.0,64887000.0,66742000.0,401083895586.53467,6078.38991926,1.464796769379335
112,2024-02-12 19:00:00,66757000.0,67698000.0,65800000.0,66662000.0,466373740438.28503,6965.39006138,1.4630409972785536
113,2024-02-13 19:00:00,66661000.0,70300000.0,66413000.0,69701000.0,552652061142.3008,8023.35154865,1.529738389956984
114,2024-02-14 19:00:00,69701000.0,72216000.0,69500000.0,71288000.0,565866389742.9148,7942.57912186,1.5645685190062333
115,2024-02-15 19:00:00,71285000.0,72500000.0,70230000.0,71989000.0,400403033030.57666,5591.20222321,1.5799534720393293
116,2024-02-16 19:00:00,71991000.0,72350000.0,69595000.0,70881000.0,428235765821.2329,6024.95766946,1.5556360284435082
117,2024-02-17 19:00:00,70881000.0,71980000.0,70669000.0,71196000.0,246041523546.40265,3447.8004951,1.5625493810903346
118,2024-02-18 19:00:00,71196000.0,72412000.0,71100000.0,71950000.0,276621072934.7983,3840.3976597,1.5790975331401986
119,2024-02-19 19:00:00,71964000.0,73100000.0,71010000.0,71621000.0,373881875171.0189,5198.28484443,1.5718769203757355
120,2024-02-20 19:00:00,71621000.0,72465000.0,71100000.0,71505000.0,261438184999.47183,3639.30730951,1.5693310508296026
121,2024-02-21 19:00:00,71505000.0,72455000.0,71355000.0,71845000.0,231729955772.13217,3222.73099159,1.576793082257923
122,2024-02-22 19:00:00,71842000.0,72194000.0,71157000.0,71308000.0,200729340776.45715,2808.26082852,1.5650074620314283
123,2024-02-23 19:00:00,71308000.0,71467000.0,70542000.0,71067000.0,214111357287.12106,3017.66444509,1.5597181985778246
124,2024-02-24 19:00:00,71070000.0,71595000.0,70907000.0,71084000.0,135255199981.3555,1899.76752185,1.5600913001492407
125,2024-02-25 19:00:00,71085000.0,73402000.0,70000000.0,73272000.0,329539505146.24365,4606.53005778,1.60811166710561
126,2024-02-26 19:00:00,73287000.0,79183000.0,73133000.0,78785000.0,856123463451.8674,11109.94109416,1.7291063120007024
127,2024-02-27 19:00:00,78785000.0,88424000.0,77900000.0,85450000.0,1455113083357.6482,17584.2710278,1.875384075147046
128,2024-02-28 19:00:00,85579000.0,90000000.0,83863000.0,85600000.0,1346097751369.595,15415.60839927,1.8786761478360108
129,2024-02-29 19:00:00,85640000.0,88500000.0,85406000.0,87501000.0,597178473090.3934,6861.25463339,1.9203976823808269
130,2024-03-01 19:00:00,87501000.0,88300000.0,86090000.0,86637000.0,510681064053.5329,5873.99141164,1.9014353436923885
131,2024-03-02 19:00:00,86637000.0,87828000.0,85000000.0,87571000.0,503313958730.4383,5828.27788672,1.9219339829690105
132,2024-03-03 19:00:00,87571000.0,93990000.0,87123000.0,92859000.0,1034333766341.3424,11431.56188572,2.0379905188306555
133,2024-03-04 19:00:00,92859000.0,97000000.0,91200000.0,91773000.0,1727979342134.7734,18267.93790987,2.0141559125625492
134,2024-03-05 19:00:00,91720000.0,94917000.0,88024000.0,94000000.0,1622945020119.1707,17723.52277254,2.063032218418049
135,2024-03-06 19:00:00,94000000.0,95678000.0,92670000.0,94920000.0,566180645765.9167,6025.76233454,2.0832235975770343
136,2024-03-07 19:00:00,94920000.0,98543000.0,94000000.0,96498000.0,796900305689.4933,8340.26455605,2.117856202264946
137,2024-03-08 19:00:00,96433000.0,97388000.0,95120000.0,95390000.0,440585067111.5239,4584.50494987,2.0935387586691245
138,2024-03-09 19:00:00,95390000.0,98445000.0,95223000.0,97830000.0,544118169508.77295,5589.91707786,2.147089807742955
139,2024-03-10 19:00:00,97830000.0,101940000.0,95132000.0,100600000.0,1375692902104.7085,13858.4107861,2.2078834167325083
140,2024-03-11 19:00:00,100503000.0,102350000.0,99000000.0,100770000.0,837611758519.6345,8297.94540032,2.2116144324466687
141,2024-03-12 19:00:00,100785000.0,104865000.0,100001000.0,103967000.0,810379823518.666,7878.34605193,2.281779475024142
142,2024-03-13 19:00:00,103968000.0,105000000.0,100000000.0,100936000.0,986911114344.0782,9566.03774788,2.21525765955579
143,2024-03-14 19:00:00,100936000.0,104131000.0,95600000.0,100762000.0,1757199585347.7712,17720.24815725,2.2114388552365907
144,2024-03-15 19:00:00,100787000.0,102407000.0,98100000.0,99643000.0,710921253488.0715,7109.20778181,2.186879992976912
145,2024-03-16 19:00:00,99643000.0,99891000.0,94300000.0,98810000.0,1144688491922.4421,11845.00240687,2.1685980159775267
146,2024-03-17 19:00:00,98810000.0,100299000.0,97623000.0,99185000.0,661805389734.5549,6666.86366497,2.176828197699939
147,2024-03-18 19:00:00,99058000.0,99925000.0,92027000.0,95366000.0,1234469062062.308,12939.6760824,2.0930120270388906
148,2024-03-19 19:00:00,95366000.0,96008000.0,89845000.0,95938000.0,1124400967709.5183,12103.39805692,2.105565797559477
149,2024-03-20 19:00:00,95790000.0,100216000.0,95193000.0,95407000.0,987041006667.9711,10061.38276261,2.093911860240541
150,2024-03-21 19:00:00,95380000.0,96500000.0,92250000.0,93536000.0,675260407186.1802,7143.18081207,2.0528487402335176
151,2024-03-22 19:00:00,93577000.0,95609000.0,92222000.0,94575000.0,359788950702.2412,3837.76121037,2.075651830392415
152,2024-03-23 19:00:00,94625000.0,95562000.0,93079000.0,95149000.0,315180396081.17804,3342.11256799,2.0882494952155213
153,2024-03-24 19:00:00,95141000.0,100096000.0,94934000.0,99984000.0,685872519908.3969,7034.70305542,2.194363971556492
154,2024-03-25 19:00:00,99982000.0,100800000.0,98550000.0,99923000.0,622915233899.9485,6237.01155279,2.1930251953296467
155,2024-03-26 19:00:00,99969000.0,101900000.0,98700000.0,99019000.0,685812289848.4176,6853.40623963,2.1731849705908175
156,2024-03-27 19:00:00,99019000.0,101725000.0,99000000.0,100716000.0,541480246743.339,5394.46744318,2.210429286278641
157,2024-03-28 19:00:00,100662000.0,101297000.0,99210000.0,99415000.0,441806529762.21014,4409.66415724,2.181876042489685
158,2024-03-29 19:00:00,99562000.0,100317000.0,99360000.0,99953000.0,213463334772.16928,2136.38680475,2.1936836098674397
159,2024-03-30 19:00:00,99953000.0,100850000.0,99860000.0,100319000.0,182545506340.67017,1820.73932448,2.201716267228514
160,2024-03-31 19:00:00,100319000.0,101133000.0,98658000.0,99627000.0,476701904959.4601,4775.70591194,2.1865288385567556
161,2024-04-01 19:00:00,99640000.0,100352000.0,95000000.0,96336000.0,778908917633.8805,8026.19299714,2.1143007637608644
162,2024-04-02 19:00:00,96336000.0,97300000.0,94682000.0,96385000.0,423682453233.95,4401.01556927,2.115376174172593
163,2024-04-03 19:00:00,96385000.0,99888000.0,95598000.0,99177000.0,368811938070.1663,3798.23073292,2.176652620489861
164,2024-04-04 19:00:00,99106000.0,99912000.0,96800000.0,98000000.0,420541714488.09875,4276.22334288,2.150820823457116
165,2024-04-05 19:00:00,98040000.0,98750000.0,97745000.0,98676000.0,150368780084.0057,1530.98813133,2.165657097708718
166,2024-04-06 19:00:00,98573000.0,100450000.0,98400000.0,99706000.0,243529146138.96927,2446.49277402,2.1882626635062774
167,2024-04-07 19:00:00,99684000.0,103084000.0,99100000.0,102246000.0,555487933936.135,5476.28005802,2.2440084277060843
168,2024-04-08 19:00:00,102199000.0,102399000.0,98400000.0,99019000.0,478403911123.09265,4762.010643,2.173184970590818
169,2024-04-09 19:00:00,99018000.0,100270000.0,97614000.0,99378000.0,386791490152.4988,3909.51728716,2.1810639978930744
170,2024-04-10 19:00:00,99378000.0,101750000.0,99365000.0,100558000.0,360539616563.9229,3580.33133137,2.206961636379599
171,2024-04-11 19:00:00,100507000.0,101426000.0,98985000.0,99811000.0,384822087013.7558,3834.29637796,2.1905671143885534
172,2024-04-12 19:00:00,99811000.0,100569000.0,96366000.0,99917000.0,611659332631.665,6182.57081859,2.1928935124220885
173,2024-04-13 19:00:00,99917000.0,100000000.0,95000000.0,96884000.0,995899735169.9248,10262.67808403,2.126327802651217
174,2024-04-14 19:00:00,96885000.0,99490000.0,96000000.0,96006000.0,574251651061.2509,5859.80695364,2.107058203845142
175,2024-04-15 19:00:00,96006000.0,97192000.0,93500000.0,94879000.0,635180456028.1661,6675.58501038,2.0823237643753854
176,2024-04-16 19:00:00,94876000.0,96500000.0,90200000.0,91826000.0,630008792862.3523,6763.33869034,2.015319111579318
177,2024-04-17 19:00:00,91826000.0,94200000.0,90000000.0,93152000.0,566652439732.7778,6166.77848706,2.0444210341497686
178,2024-04-18 19:00:00,93152000.0,95958000.0,88500000.0,93731000.0,814882464262.3688,8809.73829728,2.057128434729173
179,2024-04-19 19:00:00,93731000.0,95600000.0,92330000.0,94744000.0,273437129048.59274,2912.20339572,2.0793608989553163
180,2024-04-20 19:00:00,94744000.0,95989000.0,94302000.0,94651000.0,243330206644.83664,2560.3557446,2.077319813888158
181,2024-04-21 19:00:00,94653000.0,96758000.0,94412000.0,96270000.0,269681465781.52014,2816.42934301,2.1128522517777197
182,2024-04-22 19:00:00,96270000.0,97627000.0,95246000.0,96700000.0,336588938894.3867,3492.59598684,2.1222895268194195
183,2024-04-23 19:00:00,96700000.0,96700000.0,93200000.0,93240000.0,297549771709.1135,3125.04290208,2.0463523834606274
184,2024-04-24 19:00:00,93230000.0,94319000.0,91213000.0,92974000.0,379653140028.197,4096.17395966,2.0405144412255294
185,2024-04-25 19:00:00,92957000.0,94000000.0,91465000.0,92038000.0,208335690810.50836,2253.59796945,2.019971907646388
186,2024-04-26 19:00:00,92037000.0,92211000.0,90292000.0,91099000.0,221170604138.0064,2430.74447248,1.999363532613467
187,2024-04-27 19:00:00,91046000.0,92630000.0,90839000.0,91440000.0,149702752015.42288,1635.52454251,2.0068475111930475
188,2024-04-28 19:00:00,91385000.0,91442000.0,88500000.0,89991000.0,392603216646.0583,4384.90471375,1.9750460890176458
189,2024-04-29 19:00:00,89976000.0,92540000.0,86486000.0,86778000.0,591656159419.5587,6651.65852957,1.904529892020016
190,2024-04-30 19:00:00,86887000.0,87980000.0,80005000.0,83896000.0,1226138493683.5532,14748.87901506,1.841278202089369
191,2024-05-01 19:00:00,83895000.0,84486000.0,80601000.0,83832000.0,550725059278.8035,6683.59321445,1.839873584408744
192,2024-05-02 19:00:00,83749000.0,88089000.0,82807000.0,87276000.0,592507228835.8297,6946.09463505,1.9154595733473798
193,2024-05-03 19:00:00,87226000.0,91123000.0,87000000.0,90219000.0,508449057261.3403,5687.86835193,1.9800500395048726
194,2024-05-04 19:00:00,90219000.0,90759000.0,88331000.0,90054000.0,233195725525.81604,2598.55885656,1.9764287595470111
195,2024-05-05 19:00:00,90054000.0,91681000.0,88500000.0,89250000.0,346250297407.7857,3840.66354423,1.9587832499341589
196,2024-05-06 19:00:00,89264000.0,90157000.0,88365000.0,88939000.0,219959147411.38843,2462.6516871,1.9519576858923715
197,2024-05-07 19:00:00,88979000.0,89126000.0,86500000.0,87661000.0,308141068098.95935,3514.05438321,1.9239092265823898
198,2024-05-08 19:00:00,87660000.0,87743000.0,85020000.0,86747000.0,306478122083.2493,3560.76241248,1.9038495303309633
199,2024-05-09 19:00:00,86747000.0,88500000.0,85120000.0,85800000.0,311132683428.7197,3573.32023867,1.8830655780879644
200,2024-05-10 19:00:00,85800000.0,86500000.0,85209000.0,86150000.0,132056158823.6421,1539.53938638,1.8907470810288824
201,2024-05-11 19:00:00,86150000.0,86978000.0,85618000.0,86677000.0,83007825432.99431,963.57913366,1.9023132297427796
202,2024-05-12 19:00:00,86580000.0,88485000.0,85410000.0,87810000.0,269372673947.2923,3090.13173334,1.927179352120095
203,2024-05-13 19:00:00,87747000.0,88225000.0,85801000.0,86126000.0,236180711976.75998,2719.33042952,1.8902203493986482
204,2024-05-14 19:00:00,86126000.0,91663000.0,86001000.0,91604000.0,398454440588.27405,4466.92159067,2.010446843999649
205,2024-05-15 19:00:00,91604000.0,92860000.0,90250000.0,90682000.0,401250036270.5697,4378.48573728,1.9902115705381442
206,2024-05-16 19:00:00,90682000.0,93123000.0,90450000.0,92540000.0,250701272086.3621,2731.88591908,2.0309893775787904
207,2024-05-17 19:00:00,92540000.0,93500000.0,92048000.0,92896000.0,185362747680.16745,1996.03771821,2.0388025634272675
208,2024-05-18 19:00:00,92895000.0,93990000.0,92183000.0,92559000.0,193013398996.31638,2074.0550397,2.031406373452726
209,2024-05-19 19:00:00,92554000.0,94899000.0,91843000.0,94890000.0,238492085528.4061,2566.12594702,2.0825651830392418
210,2024-05-20 19:00:00,94887000.0,98150000.0,94515000.0,96182000.0,608998810557.4854,6297.38109489,2.11092090246686
211,2024-05-21 19:00:00,96182000.0,97020000.0,94640000.0,96056000.0,286008805360.4058,2978.21904557,2.1081555614081293
212,2024-05-22 19:00:00,96056000.0,96881000.0,93100000.0,93602000.0,332919569760.057,3495.05405289,2.0542972522166623
213,2024-05-23 19:00:00,93602000.0,96160000.0,93000000.0,95710000.0,329300983807.5704,3487.41273968,2.10056184707225
214,2024-05-24 19:00:00,95710000.0,96598000.0,95192000.0,96277000.0,153559782821.03668,1601.21900317,2.113005881836538
215,2024-05-25 19:00:00,96270000.0,96590000.0,95816000.0,96154000.0,134151023499.38765,1394.9116457,2.1103063822315864
216,2024-05-26 19:00:00,96180000.0,97360000.0,95050000.0,96442000.0,253221927945.7849,2637.03135334,2.116627161794399
217,2024-05-27 19:00:00,96419000.0,96690000.0,93654000.0,94449000.0,310688276444.02045,3278.1365324,2.0728864893336842
218,2024-05-28 19:00:00,94500000.0,95232000.0,93440000.0,93592000.0,234884956095.8103,2490.42316926,2.0540777807040644
219,2024-05-29 19:00:00,93592000.0,96120000.0,93443000.0,95965000.0,250972734806.6707,2653.9448103,2.1061583706434903
220,2024-05-30 19:00:00,95936000.0,96000000.0,93700000.0,94405000.0,218138002820.2216,2297.79039172,2.0719208146782546
221,2024-05-31 19:00:00,94405000.0,94920000.0,94200000.0,94745000.0,66679130627.87928,704.72189819,2.0793828461065753
